user_id,full_name,email,phone,nationality,dob,created_at
278,Chidi Johansson,chidi.johansson60@gmail.com,+23525146690,Ugandan,1992-08-22,2023-05-24
279,Amina Abebe,amina.abebe224@gmail.com,+718168461684,Turkish,1993-02-02,2023-07-12
280,John Lindqvist,john.lindqvist916@gmail.com,+185925677464,South African,1977-08-02,2023-05-14
281,Fatima Rossi,fatima.rossi913@gmail.com,+83833076128,Turkish,1987-08-28,2023-07-13
282,Aisha Ibrahim,aisha.ibrahim881@gmail.com,+542236737888,Rwandan,1986-02-06,2023-09-13
283,Amina Kamau,amina.kamau24@gmail.com,+435671159367,French,1984-08-22,2023-12-18
284,Zara Nguyen,zara.nguyen472@gmail.com,+784221166014,Kenyan,1986-03-09,2023-04-24
285,Fatima Mensah,fatima.mensah785@gmail.com,+104737742679,Kenyan,2003-01-08,2023-04-03
286,Yuki Mensah,yuki.mensah689@gmail.com,+412571332733,Rwandan,1997-01-08,2023-12-02
287,Elena Patel,elena.patel773@gmail.com,+240975943821,Singaporean,2002-01-05,2023-09-10
288,Lena Johansson,lena.johansson613@gmail.com,+310253824712,Emirati,1999-11-27,2023-06-08
289,Zara Osei,zara.osei308@gmail.com,+934288047830,Dutch,1983-01-18,2023-10-24
290,Sven Mwanga,sven.mwanga996@gmail.com,+538442238518,Dutch,1986-11-22,2023-07-26
291,Fatima Sharma,fatima.sharma308@gmail.com,+247341961866,Zambian,1987-03-25,2023-09-16
292,James Nkosi,james.nkosi475@gmail.com,+543243980993,French,1976-09-14,2023-07-18
293,Samuel Garcia,samuel.garcia209@gmail.com,+380199282456,Turkish,1985-11-03,2023-08-28
294,Lucia Mwanga,lucia.mwanga275@gmail.com,+895178151583,Ghanaian,1987-11-20,2023-10-02
295,Peter Weber,peter.weber214@gmail.com,+960304036387,Ethiopian,2002-06-10,2023-01-07
296,Nia Lindqvist,nia.lindqvist249@gmail.com,+938356979659,Turkish,1997-10-23,2023-04-13
297,Lena Kamau,lena.kamau290@gmail.com,+316380849661,German,1987-08-18,2023-11-12
298,Layla Rashid,layla.rashid510@gmail.com,+780443847870,Ghanaian,1989-02-26,2023-12-16
299,Raj Andersen,raj.andersen424@gmail.com,+150117415986,Ugandan,1976-10-28,2023-04-24
300,Fatima Kim,fatima.kim157@gmail.com,+854363850592,Qatari,1981-06-08,2023-07-19
